AREA,PRIM_ST,STATE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,YEAR,HOURLY,JOBS_1000,LOC QUOTIENT,LOC_Q,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,PRIM_STATE,PCT_TOTAL,PCT_RPT
12,FL,Florida,41-2022,Parts Salespersons,,11380,3.6,13.72,28550,2.3,7.24,9.42,12.49,17.03,21.73,15070,19590,25990,35430,45190,,2002,,,,,,,,,,,,
12,FL,Florida,43-4021,Correspondence Clerks,,2430,27.5,11.31,23530,1.7,8.49,9.30,10.50,12.88,15.53,17660,19350,21830,26780,32310,,2002,,,,,,,,,,,,
12,FL,Florida,43-4071,File Clerks,,19860,5.4,9.70,20180,1.3,6.37,7.70,9.30,11.22,13.57,13240,16010,19350,23330,28220,,2002,,,,,,,,,,,,
12,FL,Florida,43-4151,Order Clerks,,16110,5.0,11.98,24920,1.2,7.43,9.14,11.43,14.29,17.37,15460,19010,23770,29720,36130,,2002,,,,,,,,,,,,
12,FL,Florida,45-1012,Farm Labor Contractors,,440,26.1,8.47,17630,6.1,5.66,6.02,6.63,8.40,13.62,11780,12530,13780,17470,28340,,2002,,,,,,,,,,,,
12,FL,Florida,47-2072,Pile-Driver Operators,,280,21.0,17.80,37020,3.2,11.09,14.10,17.81,21.77,24.39,23080,29320,37040,45270,50720,,2002,,,,,,,,,,,,
12,FL,Florida,49-9041,Industrial Machinery Mechanics,,5620,6.1,16.75,34840,1.5,11.08,12.93,15.69,20.20,25.02,23050,26900,32630,42020,52040,,2002,,,,,,,,,,,,
12,FL,Florida,49-9043,"Maintenance Workers, Machinery",,5330,4.2,15.85,32970,1.5,9.80,12.23,15.42,19.49,22.48,20390,25450,32080,40540,46750,,2002,,,,,,,,,,,,
12,FL,Florida,51-0000,Production Occupations,major,403200,5.0,11.51,23940,1.2,6.67,8.00,10.16,13.63,18.10,13870,16640,21130,28350,37660,,2002,,,,,,,,,,,,
12,FL,Florida,51-1011,First-Line Supervisors/Managers Of Production And Operating Workers,,24620,2.1,20.72,43100,0.9,11.64,14.62,18.94,25.51,32.76,24210,30410,39390,53070,68150,,2002,,,,,,,,,,,,
12,FL,Florida,51-5021,Job Printers,,3520,31.6,11.89,24740,8.5,7.57,8.23,10.08,14.70,19.41,15740,17110,20960,30580,40380,,2002,,,,,,,,,,,,
12,FL,Florida,53-3031,Driver/Sales Workers,,23440,9.0,10.23,21270,2.8,5.80,6.40,8.29,12.73,18.74,12050,13320,17240,26480,38970,,2002,,,,,,,,,,,,
13,GA,Georgia,11-3051,Industrial Production Managers,,5460,3.3,32.52,67640,1.4,18.48,23.18,29.61,39.04,49.65,38440,48210,61580,81190,103280,,2002,,,,,,,,,,,,
13,GA,Georgia,11-9051,Food Service Managers,,7140,7.1,18.86,39230,2.5,11.91,14.48,17.76,22.22,27.38,24770,30130,36940,46220,56950,,2002,,,,,,,,,,,,
13,GA,Georgia,17-2112,Industrial Engineers,,4370,31.0,29.69,61750,1.7,20.44,24.57,29.51,33.87,40.23,42510,51110,61380,70440,83690,,2002,,,,,,,,,,,,
13,GA,Georgia,17-2131,Materials Engineers,,220,10.1,27.20,56580,2.0,16.54,21.08,26.46,33.45,40.22,34400,43840,55040,69590,83650,,2002,,,,,,,,,,,,
13,GA,Georgia,19-2032,Materials Scientists,,290,25.9,19.73,41030,6.9,11.34,13.79,17.73,23.17,33.15,23580,28680,36880,48180,68950,,2002,,,,,,,,,,,,
13,GA,Georgia,23-2092,Law Clerks,,**,**,9.92,20630,5.7,5.42,5.81,6.46,14.04,19.01,11270,12080,13430,29210,39540,,2002,,,,,,,,,,,,
13,GA,Georgia,27-1021,Commercial And Industrial Designers,,480,10.9,21.08,43850,3.1,12.58,15.80,19.39,25.20,31.75,26160,32870,40330,52410,66050,,2002,,,,,,,,,,,,
13,GA,Georgia,29-1123,Physical Therapists,,2740,8.9,28.23,58730,1.5,19.10,22.52,27.34,33.25,39.99,39720,46830,56880,69170,83180,,2002,,,,,,,,,,,,
13,GA,Georgia,35-2021,Food Preparation Workers,,26720,9.0,8.05,16750,2.0,5.84,6.53,7.86,9.46,10.69,12140,13580,16350,19670,22240,,2002,,,,,,,,,,,,
13,GA,Georgia,41-2022,Parts Salespersons,,7050,8.1,13.13,27300,2.7,7.51,9.22,12.07,16.19,20.93,15620,19180,25110,33680,43530,,2002,,,,,,,,,,,,
13,GA,Georgia,43-4021,Correspondence Clerks,,1550,26.5,13.08,27200,2.3,9.56,10.83,12.87,15.06,17.48,19880,22540,26770,31320,36350,,2002,,,,,,,,,,,,
13,GA,Georgia,43-4071,File Clerks,,8540,6.4,9.95,20700,2.1,6.49,7.67,9.39,11.52,14.06,13500,15960,19530,23960,29240,,2002,,,,,,,,,,,,
13,GA,Georgia,43-4151,Order Clerks,,10540,6.1,12.42,25840,1.1,8.05,9.74,12.05,14.54,17.63,16740,20250,25060,30250,36670,,2002,,,,,,,,,,,,
13,GA,Georgia,45-1012,Farm Labor Contractors,,**,**,8.99,18700,6.9,5.80,6.41,8.04,10.26,12.61,12060,13330,16710,21330,26230,,2002,,,,,,,,,,,,
13,GA,Georgia,47-2072,Pile-Driver Operators,,**,**,13.47,28020,9.1,8.50,9.58,11.03,15.61,22.19,17670,19920,22950,32470,46150,,2002,,,,,,,,,,,,
13,GA,Georgia,49-9041,Industrial Machinery Mechanics,,7040,4.2,17.17,35710,1.4,11.57,13.58,16.47,20.41,24.67,24060,28240,34250,42450,51320,,2002,,,,,,,,,,,,
13,GA,Georgia,49-9043,"Maintenance Workers, Machinery",,3290,7.0,15.07,31360,3.1,9.66,11.57,13.93,17.33,23.93,20080,24060,28970,36050,49770,,2002,,,,,,,,,,,,
13,GA,Georgia,51-0000,Production Occupations,major,358520,1.4,12.36,25700,1.6,7.32,8.75,11.07,14.41,19.61,15230,18190,23030,29980,40790,,2002,,,,,,,,,,,,
13,GA,Georgia,51-1011,First-Line Supervisors/Managers Of Production And Operating Workers,,21800,1.7,21.10,43880,0.8,12.42,15.49,19.82,25.03,31.84,25840,32220,41220,52060,66220,,2002,,,,,,,,,,,,
13,GA,Georgia,51-5021,Job Printers,,860,17.3,16.54,34410,4.9,9.11,11.46,15.15,21.58,26.08,18940,23850,31520,44890,54240,,2002,,,,,,,,,,,,
13,GA,Georgia,53-3031,Driver/Sales Workers,,13260,22.9,9.89,20580,8.5,5.88,6.40,7.40,12.70,17.57,12240,13310,15400,26410,36550,,2002,,,,,,,,,,,,
15,HI,Hawaii,11-3051,Industrial Production Managers,,210,5.6,30.61,63670,3.0,15.87,19.99,28.28,35.67,50.04,33000,41580,58820,74190,104070,,2002,,,,,,,,,,,,
15,HI,Hawaii,11-9051,Food Service Managers,,1830,12.0,20.99,43660,4.6,13.87,15.87,18.53,24.85,33.75,28840,33010,38530,51680,70200,,2002,,,,,,,,,,,,
15,HI,Hawaii,17-2112,Industrial Engineers,,90,30.3,31.16,64800,2.9,23.16,27.84,31.34,35.37,40.90,48180,57910,65180,73570,85060,,2002,,,,,,,,,,,,
15,HI,Hawaii,23-2092,Law Clerks,,110,2.0,20.03,41660,2.1,16.06,17.98,19.98,22.56,25.37,33410,37400,41560,46920,52770,,2002,,,,,,,,,,,,
15,HI,Hawaii,29-1123,Physical Therapists,,400,12.7,27.40,56990,2.3,19.94,23.73,26.70,31.34,35.85,41480,49360,55530,65190,74570,,2002,,,,,,,,,,,,
15,HI,Hawaii,35-2021,Food Preparation Workers,,5330,8.0,10.50,21850,2.7,6.57,8.12,10.63,12.45,14.21,13660,16890,22120,25890,29570,,2002,,,,,,,,,,,,
15,HI,Hawaii,41-2022,Parts Salespersons,,840,13.7,13.96,29040,5.1,7.97,10.08,12.93,17.61,21.36,16580,20970,26890,36630,44440,,2002,,,,,,,,,,,,
15,HI,Hawaii,43-4071,File Clerks,,**,**,8.71,18110,3.8,7.35,7.72,8.33,8.94,10.91,15280,16050,17320,18590,22700,,2002,,,,,,,,,,,,
15,HI,Hawaii,43-4151,Order Clerks,,1110,9.2,12.21,25400,2.2,7.93,9.44,11.51,14.55,17.15,16480,19630,23940,30260,35670,,2002,,,,,,,,,,,,
15,HI,Hawaii,49-9041,Industrial Machinery Mechanics,,460,17.7,18.15,37760,5.1,10.79,14.26,17.80,21.04,27.68,22440,29650,37030,43770,57570,,2002,,,,,,,,,,,,
15,HI,Hawaii,49-9043,"Maintenance Workers, Machinery",,200,15.1,16.06,33400,4.7,8.43,10.70,13.07,21.29,29.36,17540,22270,27190,44290,61070,,2002,,,,,,,,,,,,
15,HI,Hawaii,51-0000,Production Occupations,major,18230,4.8,13.36,27780,3.7,6.65,8.08,11.33,16.59,23.72,13830,16800,23570,34510,49340,,2002,,,,,,,,,,,,
15,HI,Hawaii,51-1011,First-Line Supervisors/Managers Of Production And Operating Workers,,1300,4.9,22.18,46120,3.6,11.04,14.73,19.67,29.03,35.92,22970,30630,40910,60390,74720,,2002,,,,,,,,,,,,
15,HI,Hawaii,51-5021,Job Printers,,100,22.0,15.86,32980,3.6,9.76,12.41,15.80,18.64,22.29,20290,25820,32870,38780,46370,,2002,,,,,,,,,,,,
15,HI,Hawaii,53-3031,Driver/Sales Workers,,910,9.8,12.03,25020,3.1,7.27,8.54,10.97,14.12,19.15,15110,17760,22820,29360,39840,,2002,,,,,,,,,,,,
16,ID,Idaho,11-3051,Industrial Production Managers,,730,8.9,29.63,61630,3.1,14.92,19.90,26.88,36.95,49.34,31040,41390,55900,76860,102630,,2002,,,,,,,,,,,,
16,ID,Idaho,11-9051,Food Service Managers,,1280,13.4,13.41,27900,5.0,7.38,9.90,12.81,16.10,20.04,15350,20590,26650,33500,41680,,2002,,,,,,,,,,,,
16,ID,Idaho,23-2092,Law Clerks,,170,7.5,15.64,32540,3.1,10.14,13.15,15.70,18.46,20.79,21100,27350,32660,38400,43230,,2002,,,,,,,,,,,,
16,ID,Idaho,27-1021,Commercial And Industrial Designers,,150,28.6,18.49,38470,5.6,8.44,12.81,19.12,22.55,28.86,17560,26650,39770,46900,60030,,2002,,,,,,,,,,,,
16,ID,Idaho,29-1123,Physical Therapists,,650,27.2,34.84,72460,9.1,20.25,23.73,27.42,55.51,64.21,42120,49360,57030,115470,133550,,2002,,,,,,,,,,,,
16,ID,Idaho,35-2021,Food Preparation Workers,,3670,7.6,8.04,16710,1.5,6.01,6.69,7.76,9.31,10.88,12500,13920,16140,19370,22630,,2002,,,,,,,,,,,,
16,ID,Idaho,41-2022,Parts Salespersons,,1910,10.0,11.83,24610,3.3,7.18,8.75,11.26,13.78,17.78,14930,18200,23420,28670,36970,,2002,,,,,,,,,,,,
16,ID,Idaho,43-4021,Correspondence Clerks,,120,40.8,13.78,28660,2.3,9.41,11.19,13.25,15.88,19.37,19580,23270,27560,33030,40280,,2002,,,,,,,,,,,,
16,ID,Idaho,43-4071,File Clerks,,1200,7.7,8.99,18690,2.5,6.28,7.20,8.54,10.44,12.68,13070,14980,17760,21720,26380,,2002,,,,,,,,,,,,
16,ID,Idaho,43-4151,Order Clerks,,2320,5.5,9.74,20260,3.5,7.17,7.95,8.99,10.94,13.74,14920,16540,18690,22760,28590,,2002,,,,,,,,,,,,
16,ID,Idaho,49-9043,"Maintenance Workers, Machinery",,700,14.2,14.15,29440,3.2,8.49,10.32,14.26,17.34,20.71,17650,21470,29670,36060,43080,,2002,,,,,,,,,,,,
16,ID,Idaho,51-0000,Production Occupations,major,40620,3.2,12.31,25610,0.9,7.23,8.97,11.16,14.35,19.45,15040,18650,23210,29850,40450,,2002,,,,,,,,,,,,
16,ID,Idaho,51-1011,First-Line Supervisors/Managers Of Production And Operating Workers,,3160,3.3,19.11,39750,1.5,10.74,13.76,18.89,23.09,28.42,22330,28620,39300,48020,59110,,2002,,,,,,,,,,,,
16,ID,Idaho,51-5021,Job Printers,,140,14.1,14.92,31030,3.5,9.21,11.33,14.89,18.18,21.38,19160,23570,30970,37810,44470,,2002,,,,,,,,,,,,
16,ID,Idaho,53-3031,Driver/Sales Workers,,2230,17.9,10.15,21120,5.3,5.88,6.62,8.71,12.50,16.98,12220,13770,18110,25990,35310,,2002,,,,,,,,,,,,
17,IL,Illinois,11-3051,Industrial Production Managers,,7690,3.0,34.71,72190,1.6,18.80,24.41,31.84,41.69,54.01,39100,50780,66230,86710,112350,,2002,,,,,,,,,,,,
17,IL,Illinois,11-9051,Food Service Managers,,10300,8.8,15.97,33220,2.6,8.02,11.12,14.44,20.07,26.03,16670,23140,30040,41750,54130,,2002,,,,,,,,,,,,
17,IL,Illinois,17-2112,Industrial Engineers,,6960,5.4,29.67,61710,1.2,18.80,23.36,28.68,35.01,42.29,39110,48580,59650,72810,87950,,2002,,,,,,,,,,,,
17,IL,Illinois,17-2131,Materials Engineers,,800,8.1,30.66,63780,3.2,19.06,24.26,29.95,35.92,43.60,39650,50450,62300,74710,90680,,2002,,,,,,,,,,,,
17,IL,Illinois,19-2032,Materials Scientists,,220,14.7,34.28,71300,3.2,20.48,27.93,35.81,41.90,47.85,42600,58100,74480,87150,99530,,2002,,,,,,,,,,,,
17,IL,Illinois,23-2092,Law Clerks,,2020,12.4,16.68,34690,6.1,8.00,10.51,15.05,19.51,28.34,16640,21860,31300,40580,58950,,2002,,,,,,,,,,,,
17,IL,Illinois,27-1021,Commercial And Industrial Designers,,1060,9.2,24.41,50780,2.6,12.25,17.64,24.24,30.17,35.77,25480,36690,50420,62760,74410,,2002,,,,,,,,,,,,
17,IL,Illinois,29-1123,Physical Therapists,,5820,9.4,28.78,59870,2.3,19.08,23.50,27.33,33.82,42.64,39680,48870,56840,70340,88690,,2002,,,,,,,,,,,,
17,IL,Illinois,35-2021,Food Preparation Workers,,35270,7.5,7.61,15830,1.3,5.80,6.30,7.13,8.52,10.26,12070,13110,14830,17720,21350,,2002,,,,,,,,,,,,
17,IL,Illinois,41-2022,Parts Salespersons,,9460,10.0,12.30,25590,2.1,7.25,8.69,11.10,14.27,18.77,15070,18070,23090,29680,39050,,2002,,,,,,,,,,,,
17,IL,Illinois,43-4021,Correspondence Clerks,,1890,21.1,13.22,27500,1.5,9.38,10.71,12.85,15.00,18.14,19510,22280,26720,31190,37720,,2002,,,,,,,,,,,,
17,IL,Illinois,43-4071,File Clerks,,10900,8.7,10.59,22030,1.3,6.78,8.38,10.22,12.23,15.11,14100,17430,21250,25440,31420,,2002,,,,,,,,,,,,
17,IL,Illinois,43-4151,Order Clerks,,18350,11.2,12.54,26070,1.8,8.04,9.59,11.69,14.83,18.26,16720,19950,24310,30850,37980,,2002,,,,,,,,,,,,
17,IL,Illinois,45-1012,Farm Labor Contractors,,130,33.6,11.66,24250,6.1,7.18,8.59,10.35,14.92,16.79,14930,17860,21520,31040,34920,,2002,,,,,,,,,,,,
17,IL,Illinois,47-2072,Pile-Driver Operators,,140,21.1,27.15,56460,4.3,19.77,24.62,27.92,31.56,34.32,41130,51220,58080,65640,71380,,2002,,,,,,,,,,,,
17,IL,Illinois,49-9041,Industrial Machinery Mechanics,,6650,11.4,18.61,38700,2.5,11.44,14.62,18.61,23.13,26.68,23790,30420,38720,48110,55500,,2002,,,,,,,,,,,,
17,IL,Illinois,49-9043,"Maintenance Workers, Machinery",,4190,6.8,17.03,35420,1.4,10.12,13.71,17.34,20.55,23.09,21050,28520,36060,42750,48020,,2002,,,,,,,,,,,,
17,IL,Illinois,51-0000,Production Occupations,major,529650,1.3,13.45,27970,0.8,6.98,8.89,11.98,16.66,22.12,14520,18500,24920,34660,46020,,2002,,,,,,,,,,,,
17,IL,Illinois,51-1011,First-Line Supervisors/Managers Of Production And Operating Workers,,32690,2.2,22.00,45770,1.4,11.64,15.47,20.58,26.45,33.94,24210,32170,42800,55020,70590,,2002,,,,,,,,,,,,
17,IL,Illinois,51-5021,Job Printers,,2350,12.5,16.37,34060,2.9,9.13,11.95,16.20,20.40,24.90,18980,24850,33690,42430,51800,,2002,,,,,,,,,,,,
17,IL,Illinois,53-3031,Driver/Sales Workers,,12880,12.4,12.70,26420,3.4,6.44,8.51,12.10,15.85,19.78,13400,17690,25170,32960,41140,,2002,,,,,,,,,,,,
18,IN,Indiana,11-3051,Industrial Production Managers,,5700,4.5,32.38,67350,1.1,18.79,23.73,30.26,39.56,48.54,39070,49350,62940,82290,100970,,2002,,,,,,,,,,,,
18,IN,Indiana,11-9051,Food Service Managers,,5230,5.3,17.14,35640,1.9,10.46,12.76,15.91,20.39,26.14,21760,26530,33100,42400,54380,,2002,,,,,,,,,,,,
18,IN,Indiana,17-2112,Industrial Engineers,,7030,13.1,27.87,57960,1.5,18.34,22.71,27.35,33.18,38.23,38150,47230,56880,69010,79530,,2002,,,,,,,,,,,,
18,IN,Indiana,17-2131,Materials Engineers,,990,17.3,28.38,59030,1.4,19.42,23.63,28.14,33.81,37.78,40400,49150,58540,70320,78590,,2002,,,,,,,,,,,,
18,IN,Indiana,19-2032,Materials Scientists,,**,**,31.99,66530,6.5,14.77,20.51,30.37,43.74,52.32,30730,42670,63180,90990,108830,,2002,,,,,,,,,,,,
18,IN,Indiana,23-2092,Law Clerks,,690,9.3,14.49,30150,5.8,7.09,10.36,13.07,17.66,24.56,14750,21550,27190,36720,51080,,2002,,,,,,,,,,,,
18,IN,Indiana,27-1021,Commercial And Industrial Designers,,840,13.2,23.89,49690,2.7,12.34,17.23,24.00,29.41,35.14,25660,35830,49930,61180,73090,,2002,,,,,,,,,,,,
18,IN,Indiana,29-1123,Physical Therapists,,3380,7.8,27.97,58190,2.4,15.41,22.11,26.63,32.51,41.06,32060,45990,55390,67630,85410,,2002,,,,,,,,,,,,
18,IN,Indiana,35-2021,Food Preparation Workers,,22100,10.2,8.01,16660,1.4,6.01,6.84,7.88,8.87,10.54,12500,14220,16400,18440,21920,,2002,,,,,,,,,,,,
18,IN,Indiana,41-2022,Parts Salespersons,,6160,7.7,12.25,25480,1.7,7.07,8.86,11.78,14.94,17.78,14710,18430,24500,31080,36980,,2002,,,,,,,,,,,,
18,IN,Indiana,43-4021,Correspondence Clerks,,450,14.8,12.85,26720,1.9,9.37,10.56,12.43,14.88,17.31,19490,21970,25850,30950,36010,,2002,,,,,,,,,,,,
18,IN,Indiana,43-4071,File Clerks,,4640,6.6,9.69,20150,1.3,6.86,8.02,9.48,11.02,13.16,14270,16670,19720,22910,27380,,2002,,,,,,,,,,,,
18,IN,Indiana,43-4151,Order Clerks,,7440,5.3,12.09,25160,1.1,7.72,9.31,11.66,14.30,17.37,16050,19360,24250,29740,36120,,2002,,,,,,,,,,,,
18,IN,Indiana,47-2072,Pile-Driver Operators,,100,46.5,21.32,44350,7.1,12.60,15.50,21.70,26.79,30.40,26210,32230,45140,55720,63230,,2002,,,,,,,,,,,,
18,IN,Indiana,49-9041,Industrial Machinery Mechanics,,5760,15.0,19.85,41290,3.0,13.88,16.04,18.46,22.12,30.44,28880,33350,38390,46000,63320,,2002,,,,,,,,,,,,
18,IN,Indiana,49-9043,"Maintenance Workers, Machinery",,2450,6.2,17.32,36030,2.6,9.87,12.61,16.32,21.30,27.68,20530,26220,33950,44300,57580,,2002,,,,,,,,,,,,
18,IN,Indiana,51-0000,Production Occupations,major,405250,1.7,14.60,30360,1.1,8.28,10.14,13.14,17.64,23.95,17230,21080,27330,36680,49820,,2002,,,,,,,,,,,,
18,IN,Indiana,51-1011,First-Line Supervisors/Managers Of Production And Operating Workers,,28010,2.6,22.19,46160,2.0,12.80,16.07,20.56,26.08,32.53,26620,33430,42770,54250,67670,,2002,,,,,,,,,,,,
18,IN,Indiana,51-5021,Job Printers,,1260,8.9,14.80,30790,2.1,9.76,11.73,14.12,17.56,21.18,20300,24390,29380,36520,44060,,2002,,,,,,,,,,,,
18,IN,Indiana,53-3031,Driver/Sales Workers,,7950,7.7,11.82,24590,3.5,5.88,6.69,10.45,14.95,19.91,12220,13910,21730,31090,41410,,2002,,,,,,,,,,,,
19,IA,Iowa,11-3051,Industrial Production Managers,,2380,2.9,30.45,63330,2.0,16.29,22.38,28.42,37.15,45.81,33880,46550,59110,77270,95290,,2002,,,,,,,,,,,,
19,IA,Iowa,11-9051,Food Service Managers,,2720,8.6,15.91,33090,2.9,9.55,11.26,15.09,18.46,23.55,19870,23420,31380,38390,48970,,2002,,,,,,,,,,,,
19,IA,Iowa,17-2112,Industrial Engineers,,1430,4.9,25.77,53610,1.1,17.75,21.76,25.89,30.52,34.46,36910,45270,53850,63490,71680,,2002,,,,,,,,,,,,
19,IA,Iowa,17-2131,Materials Engineers,,160,35.4,29.19,60720,3.3,18.46,22.26,27.53,34.03,41.98,38390,46300,57250,70790,87310,,2002,,,,,,,,,,,,
19,IA,Iowa,23-2092,Law Clerks,,170,19.9,14.60,30370,5.8,9.65,10.73,13.76,17.19,20.43,20070,22310,28620,35750,42490,,2002,,,,,,,,,,,,
19,IA,Iowa,27-1021,Commercial And Industrial Designers,,370,12.3,19.58,40720,2.6,11.64,14.17,18.35,23.56,31.19,24210,29470,38170,49000,64870,,2002,,,,,,,,,,,,
19,IA,Iowa,29-1123,Physical Therapists,,1210,5.1,25.88,53840,2.4,16.70,20.72,25.45,30.16,35.21,34740,43100,52940,62740,73240,,2002,,,,,,,,,,,,
19,IA,Iowa,35-2021,Food Preparation Workers,,11990,9.1,7.78,16180,1.2,5.87,6.51,7.56,8.79,10.41,12220,13540,15730,18290,21640,,2002,,,,,,,,,,,,
19,IA,Iowa,41-2022,Parts Salespersons,,3440,8.1,12.57,26150,2.8,7.43,8.86,11.91,15.02,17.91,15440,18430,24760,31250,37260,,2002,,,,,,,,,,,,
19,IA,Iowa,43-4021,Correspondence Clerks,,460,27.8,10.75,22350,3.1,7.81,8.69,10.23,12.21,14.58,16250,18070,21290,25390,30320,,2002,,,,,,,,,,,,
19,IA,Iowa,43-4071,File Clerks,,1650,7.9,9.24,19210,1.3,6.13,7.18,8.81,10.93,13.25,12750,14930,18330,22740,27570,,2002,,,,,,,,,,,,
19,IA,Iowa,43-4151,Order Clerks,,2890,5.6,11.86,24660,2.2,7.20,8.85,11.14,13.98,17.25,14970,18400,23180,29070,35880,,2002,,,,,,,,,,,,
19,IA,Iowa,45-1012,Farm Labor Contractors,,50,46.8,9.04,18810,5.4,6.22,7.17,9.49,10.61,11.30,12940,14920,19740,22080,23500,,2002,,,,,,,,,,,,
19,IA,Iowa,49-9041,Industrial Machinery Mechanics,,2370,5.2,15.74,32740,1.4,10.78,12.99,15.31,17.96,22.07,22420,27030,31830,37350,45910,,2002,,,,,,,,,,,,
19,IA,Iowa,49-9043,"Maintenance Workers, Machinery",,2230,14.6,14.83,30850,2.7,8.35,11.86,14.77,18.17,21.05,17370,24670,30720,37780,43790,,2002,,,,,,,,,,,,
19,IA,Iowa,51-0000,Production Occupations,major,163410,1.5,13.33,27720,0.9,8.18,9.90,12.40,15.82,20.20,17010,20600,25790,32900,42020,,2002,,,,,,,,,,,,
19,IA,Iowa,51-1011,First-Line Supervisors/Managers Of Production And Operating Workers,,11560,4.9,20.81,43290,1.7,11.68,14.91,19.62,25.81,32.48,24290,31010,40820,53680,67560,,2002,,,,,,,,,,,,
19,IA,Iowa,51-5021,Job Printers,,910,12.0,12.20,25380,3.8,7.29,9.08,11.59,14.92,18.42,15170,18880,24110,31040,38310,,2002,,,,,,,,,,,,
19,IA,Iowa,53-3031,Driver/Sales Workers,,3080,11.1,12.69,26400,5.2,6.00,7.23,11.18,16.89,21.36,12490,15030,23250,35120,44420,,2002,,,,,,,,,,,,
20,KS,Kansas,11-3051,Industrial Production Managers,,1950,4.7,34.83,72450,2.1,18.94,23.65,32.30,43.10,55.32,39400,49180,67180,89650,115070,,2002,,,,,,,,,,,,
20,KS,Kansas,11-9051,Food Service Managers,,2880,12.1,16.55,34430,1.9,11.89,13.33,15.56,18.55,23.33,24730,27730,32370,38570,48530,,2002,,,,,,,,,,,,
20,KS,Kansas,17-2112,Industrial Engineers,,1180,5.2,27.28,56730,1.7,19.05,23.01,26.52,31.99,37.83,39630,47860,55160,66540,78680,,2002,,,,,,,,,,,,
20,KS,Kansas,17-2131,Materials Engineers,,110,15.6,28.69,59680,6.2,16.17,19.65,26.08,34.93,47.15,33640,40860,54250,72650,98080,,2002,,,,,,,,,,,,
20,KS,Kansas,23-2092,Law Clerks,,190,11.9,13.74,28580,5.3,7.50,9.36,12.94,18.30,20.64,15600,19470,26910,38070,42930,,2002,,,,,,,,,,,,
20,KS,Kansas,27-1021,Commercial And Industrial Designers,,240,17.4,19.88,41350,4.5,11.79,14.63,19.48,24.92,28.63,24530,30430,40520,51830,59540,,2002,,,,,,,,,,,,
20,KS,Kansas,29-1123,Physical Therapists,,1240,10.9,26.24,54580,1.2,18.87,22.14,25.57,29.48,35.34,39260,46060,53180,61320,73500,,2002,,,,,,,,,,,,
20,KS,Kansas,35-2021,Food Preparation Workers,,8710,10.8,7.57,15750,1.2,5.91,6.55,7.43,8.43,9.75,12290,13620,15450,17530,20280,,2002,,,,,,,,,,,,
20,KS,Kansas,41-2022,Parts Salespersons,,2870,6.8,11.84,24640,2.5,7.41,8.92,11.22,13.98,17.18,15400,18560,23330,29070,35740,,2002,,,,,,,,,,,,
20,KS,Kansas,43-4021,Correspondence Clerks,,240,18.8,11.55,24020,2.8,8.83,9.67,10.92,13.07,15.31,18370,20120,22720,27190,31840,,2002,,,,,,,,,,,,
20,KS,Kansas,43-4071,File Clerks,,2240,9.0,9.41,19570,2.0,6.21,7.32,9.00,10.98,13.35,12910,15220,18710,22850,27760,,2002,,,,,,,,,,,,
20,KS,Kansas,43-4151,Order Clerks,,4400,18.0,10.79,22450,5.7,6.12,7.65,10.37,13.20,16.40,12730,15910,21570,27460,34120,,2002,,,,,,,,,,,,
20,KS,Kansas,49-9041,Industrial Machinery Mechanics,,2190,11.9,18.12,37680,2.2,11.68,14.12,17.33,22.61,26.52,24300,29370,36040,47020,55150,,2002,,,,,,,,,,,,
20,KS,Kansas,49-9043,"Maintenance Workers, Machinery",,1110,16.5,14.70,30580,2.0,9.68,11.81,14.62,17.15,19.88,20120,24560,30400,35670,41350,,2002,,,,,,,,,,,,
20,KS,Kansas,51-0000,Production Occupations,major,126000,2.7,13.91,28920,3.1,7.89,9.63,12.39,17.07,23.27,16410,20030,25760,35500,48410,,2002,,,,,,,,,,,,
20,KS,Kansas,51-1011,First-Line Supervisors/Managers Of Production And Operating Workers,,8410,2.4,21.97,45700,2.6,13.01,16.53,21.25,26.73,32.71,27070,34370,44200,55600,68030,,2002,,,,,,,,,,,,
20,KS,Kansas,51-5021,Job Printers,,370,16.0,12.48,25960,2.0,7.72,10.18,12.42,14.51,17.43,16060,21160,25840,30180,36240,,2002,,,,,,,,,,,,
20,KS,Kansas,53-3031,Driver/Sales Workers,,5210,24.9,11.29,23480,9.3,5.79,6.47,8.61,14.09,19.80,12040,13460,17910,29300,41180,,2002,,,,,,,,,,,,
21,KY,Kentucky,11-3051,Industrial Production Managers,,2720,2.6,31.65,65840,1.9,16.56,21.96,30.39,39.15,48.27,34440,45670,63200,81440,100410,,2002,,,,,,,,,,,,
21,KY,Kentucky,11-9051,Food Service Managers,,4870,11.8,15.86,32980,3.3,9.79,11.49,14.68,19.07,24.06,20370,23890,30530,39670,50040,,2002,,,,,,,,,,,,
21,KY,Kentucky,17-2112,Industrial Engineers,,2300,3.5,30.40,63240,3.9,19.48,23.55,28.54,35.26,43.74,40520,48990,59360,73350,90980,,2002,,,,,,,,,,,,
